Date,Close,High,Low,Open,Volume
2015-01-02,23.44149398803711,23.66526706631394,23.34598139345657,23.542464043635174,13505400
2015-01-05,23.373268127441406,23.55610632764115,23.33506278079404,23.39237158151767,20937000
2015-01-06,23.553382873535156,23.673456396914087,23.411477942406,23.463327731000955,24615300
2015-01-07,24.178300857543945,24.200132259996064,23.651617687822203,23.681636061381997,25495200
2015-01-08,24.688610076904297,24.743187798812116,24.306559777529674,24.34476511976813,38140800
2015-01-09,24.38297462463379,24.666782905094035,24.355685757273562,24.647681010242945,25567500
2015-01-12,24.56580924987793,24.644947890538784,24.34749521994967,24.385700565563393,22117500
2015-01-13,24.37204933166504,24.82505120771006,24.268349806015276,24.778658903733938,24646200
2015-01-14,23.6352481842041,24.156472395632044,23.605228245484934,23.91905645062929,35862900
2015-01-15,23.845367431640625,23.954524421338245,23.65979976840229,23.741667901051695,28238100
2015-01-16,23.67890739440918,23.867204613586402,23.531546593734365,23.796252943464626,25226700
2015-01-20,23.65707778930664,23.93269906265624,23.345979119036173,23.692553624722365,23559300
2015-01-21,23.643430709838867,23.717111888281472,23.389640851594937,23.496069914458733,24521400
2015-01-22,24.09642791748047,24.12371833624895,23.703462751465814,23.804434334050136,21371400
2015-01-23,24.153736114501953,24.35840567522711,23.984543943453275,24.129176766578023,22697400
2015-01-26,24.18648338317871,24.33111620265236,24.04730802293874,24.099157789420673,14000100
2015-01-27,23.886308670043945,24.14010012190621,23.812627482278163,24.090978289058842,18061500
2015-01-28,23.69255256652832,24.077330839935012,23.67890657366546,24.020023603630303,17810400
2015-01-29,23.938152313232422,23.938152313232422,23.542457609752603,23.76077160584391,19568400
2015-01-30,23.1904296875,23.839914284037892,23.16859672410718,23.681635449222668,30840600
2015-02-02,23.3896427154541,23.433305523825016,22.903894362704,23.138580786568756,20781600
2015-02-03,23.520627975463867,23.613411040390208,23.375995137386195,23.422387450601857,24850500
2015-02-04,23.646156311035156,23.752583794797076,23.46877717143196,23.49879397851495,26796900
2015-02-05,23.818082809448242,23.83991577420578,23.621600180176575,23.771692053477583,15272400
2015-02-06,23.83172607421875,24.014562689207057,23.681634218102296,23.81262262261941,16852800
2015-02-09,23.44422149658203,23.79352395594937,23.370540313871086,23.733487205369318,16368600
2015-02-10,23.820810317993164,23.853558200871486,23.583394413145324,23.637972135935865,17196300
2015-02-11,23.561561584472656,23.774418125772844,23.44694556284646,23.64070021462807,17559300
2015-02-12,23.43876075744629,23.65434682923437,23.258652080405714,23.62159894531515,20824800
2015-02-13,23.416927337646484,23.512439908841102,23.283210987177956,23.42511430792087,16791000
2015-02-17,23.457862854003906,23.460592364674383,23.1876990733102,23.313230018567822,15261600
2015-02-18,23.54791831970215,23.550647830594382,23.337791264647606,23.45786475982454,18098100
2015-02-19,22.792007446289062,23.14130990736518,22.756531610274166,23.059443314179347,55940400
2015-02-20,23.004871368408203,23.026702779195347,22.527308281498396,22.57643012689872,41521200
2015-02-23,23.086727142333984,23.157678798886067,22.98575711689336,23.029418353498247,20191200
2015-02-24,23.078548431396484,23.14677060191641,22.901167665033906,23.06490243578711,15593100
2015-02-25,22.805646896362305,23.119473452864938,22.79200246714543,23.094912543371663,20425200
2015-02-26,22.868417739868164,22.884791683938666,22.72378487742434,22.88206373426375,17664300
2015-02-27,22.90389060974121,22.966655300925513,22.759256214394874,22.84658337833273,17632200
2015-03-02,22.91207504272461,22.922989961067465,22.704675979162694,22.903888073215086,18184500
2015-03-03,22.75107192993164,22.87387336923414,22.696492644961072,22.830210565859694,19382400
2015-03-04,22.53548812866211,22.707411410179482,22.431788569842766,22.707411410179482,18643200
2015-03-05,22.805646896362305,22.88751503316839,22.63918267380966,22.691032441736684,17992500
2015-03-06,22.538217544555664,22.677392938908728,22.48090874328838,22.598252733850867,17193000
2015-03-09,22.617361068725586,22.74289205798611,22.52457641146469,22.538222408095503,14014500
2015-03-10,22.396303176879883,22.51364711786536,22.396303176879883,22.45088088254503,18933300
2015-03-11,22.151979446411133,22.50337993956399,22.11079871931721,22.462199212470072,18482700
2015-03-12,22.484161376953125,22.544558728450735,22.176685950454132,22.18492209573872,15677400
2015-03-13,22.484161376953125,22.58024921497866,22.316697278524003,22.497889333016836,14286600
2015-03-16,22.865758895874023,22.887722995642907,22.632407222832363,22.635153128024466,19557300
2015-03-17,22.68183135986328,22.788898133407553,22.57750892150662,22.780661986075767,14406000
2015-03-18,22.65711784362793,22.775166644138118,22.28100891109277,22.50612603205292,30756900
2015-03-19,22.379838943481445,22.63240882902444,22.338659787981303,22.60221015330403,21638700
2015-03-20,22.852031707763672,22.920663621594244,22.431997797408563,22.464940801870476,37095900
2015-03-23,22.871248245239258,23.033222074697058,22.81908704838981,22.835559336002017,19517100
2015-03-24,22.799877166748047,22.981069254761685,22.775170297207556,22.838311994891946,16077300
2015-03-25,22.324928283691406,22.854774798229627,22.322182378934066,22.810849747414554,19937700
2015-03-26,22.481412887573242,22.596715758479785,22.140992942850172,22.2178625707104,24801600
2015-03-27,22.333166122436523,22.561027537197614,22.30571178543019,22.470431523932795,17152200
2015-03-30,22.65711784362793,22.731241582128938,22.355132649593777,22.429256388094785,17105100
2015-03-31,22.58024787902832,22.797127265449326,22.58024787902832,22.61868112690374,16763100
2015-04-01,22.157470703125,22.588485193925052,22.080601056278475,22.588485193925052,24920100
2015-04-02,22.1629581451416,22.324931993296914,22.11354284748452,22.1629581451416,17387100
2015-04-06,22.234338760375977,22.327679121258576,22.00373140720735,22.088835622882062,19142100
2015-04-07,22.099821090698242,22.316702107767075,22.08884060853205,22.261796555167248,19818300
2015-04-08,22.245319366455078,22.300226477858267,22.06138297812472,22.0696191233794,20084100
2015-04-09,22.193157196044922,22.344148996795315,22.12177936811812,22.193157196044922,11770800
2015-04-10,22.1409912109375,22.237077452804826,22.113538447799314,22.19864264188116,16440900
